Id,SalePrice
1848,44700.098
1849,108651.1
1850,115750.734
1851,154549.28
1852,120587.164
1853,127898.1
1854,171490.42
1855,146178.39
1856,207452.55
1857,134740.25
1858,138248.42
1859,119088.89
1860,154360.95
1861,118177.05
1862,311016.4
1863,294714
1864,294919.22
1865,338197.94
1866,344214.12
1867,228354.53
1868,280811.3
1869,202968.92
1870,229138.47
1871,238561.2
1872,170986.19
1873,233929.34
1874,140321.38
1875,197746.86
1876,197404.67
1877,224015.97
1878,190631.55
1879,129806.18
1880,132686.6
1881,244185.53
1882,235887.45
1883,184428.2
1884,212264.31
1885,253501.66
1886,281387.06
1887,209378.55
1888,271161.28
1889,158046.05
1890,130854.46
1891,135476.19
1892,105491.36
1893,127245.19
1894,124689.96
1895,135888.39
1896,122743.65
1897,126076.79
1898,104340.81
1899,162184.89
1900,147095.75
1901,174710.9
1902,151150.4
1903,210533.64
1904,150078.23
1905,195837.44
1906,172087.14
1907,211554.67
1908,107565.93
1909,130934.68
1910,118214.35
1911,215105.69
1912,312764.47
1913,136470.58
1914,53957.3
1915,341016.7
1916,54595.48
1917,246135.48
1918,144522.66
1919,167669.69
1920,141568.58
1921,434497.66
1922,326513.1
1923,217690.1
1924,224576.34
1925,200761.25
1926,374821.75
1927,132786.05
1928,157450.95
1929,128362.04
1930,134768.7
1931,145928.3
1932,144377.12
1933,192072.6
1934,179796.62
1935,174785.4
1936,187332.98
1937,182201.25
1938,177208.88
1939,228886.67
1940,170165.16
1941,175473.44
1942,187858.8
1943,206859.56
1944,367150.72
1945,409155.2
1946,161389.38
1947,335194.5
1948,182785.69
1949,245548.27
1950,180181.1
1951,253784.83
1952,213086.27
1953,171496.72
1954,181288.52
1955,134441.95
1956,287135.9
1957,151899.5
1958,322963.97
1959,137270.03
1960,117355.76
1961,119117.125
1962,99984.26
1963,109219.97
1964,115385.805
1965,145384.27
1966,144381.42
1967,294101.25
1968,481554.2
1969,415443.97
1970,459252.1
1971,471185.97
1972,382339
1973,258270.89
1974,327756.03
1975,411825.47
1976,279386.84
1977,343415.28
1978,392923.2
1979,333436.6
1980,201673.84
1981,358168.5
1982,229268.75
1983,210807.89
1984,163034.75
1985,227087.52
1986,207755.77
1987,185950.98
1988,177852.58
1989,191976.53
1990,220548.89
1991,250754.58
1992,208645.62
1993,160644.66
1994,234342.22
1995,177148.69
1996,240560.17
1997,309929.72
1998,364500.16
1999,282161.66
2000,304352.75
2001,261697.77
2002,237512.39
2003,248144.58
2004,268243.38
2005,216814.47
2006,245020.56
2007,239608.03
2008,224833
2009,196388.08
2010,186660.14
2011,130628.96
2012,174191.81
2013,185413.8
2014,185880.98
2015,195667.8
2016,200780.8
2017,193872.89
2018,115476.76
2019,135423.44
2020,105232.81
2021,111238.984
2022,185121.33
2023,143220
2024,254329.61
2025,349357.2
2026,169130.62
2027,156480.4
2028,149222.3
2029,172208.75
2030,277661.03
2031,237780.52
2032,273443
2033,274487.6
2034,164678.77
2035,217379.66
2036,189442.92
2037,198467.8
2038,308926.97
2039,226050.89
2040,332494.94
2041,294835.78
2042,195286.14
2043,172522.66
2044,158965
2045,208044.75
2046,138586.05
2047,150599.56
2048,143927.69
2049,142772.8
2050,176392.05
2051,107317.7
2052,132655.97
2053,144853.25
2054,85166.87
2055,152634.73
2056,137271.97
2057,113271.586
2058,221874.61
2059,134084.88
2060,164347.55
2061,169262.27
2062,131809.6
2063,112885.92
2064,147323.33
2065,119679.195
2066,167574
2067,114884.01
2068,124130.76
2069,89671.01
2070,112211.33
2071,94514.34
2072,112178.33
2073,138239.66
2074,180350.95
2075,142280.4
2076,121843.555
2077,156043.23
2078,129603.94
2079,132876.81
2080,115654.375
2081,124041.15
2082,122205.875
2083,142689.12
2084,113192.43
2085,128225.47
2086,133802.19
2087,119362.984
2088,86053.87
2089,72358.08
2090,121509.516
2091,126395.71
2092,128436.76
2093,123141.08
2094,118514.414
2095,144864.81
2096,76341.51
2097,87702.336
2098,146842.61
2099,56369.816
2100,77178.51
2101,126385.74
2102,119770.69
2103,103990.234
2104,133096.11
2105,131256.05
2106,69305.3
2107,206337.94
2108,115275.4
2109,113228.17
2110,130959.836
2111,143063.28
2112,137694.22
2113,116884.58
2114,115225.67
2115,159182.62
2116,115748.78
2117,147845.25
2118,131012.984
2119,100916.4
2120,111836.35
2121,95482.914
2122,113929.055
2123,83240.73
2124,162302.3
2125,119739.89
2126,148071.62
2127,162348.48
2128,128308.1
2129,98167.59
2130,151795.14
2131,147089.7
2132,117037.92
2133,126456.21
2134,130340.195
2135,95336.234
2136,79809.38
2137,117242.55
2138,126480.23
2139,153951.4
2140,140946.42
2141,143228.31
2142,130106.99
2143,151878.98
2144,119175.914
2145,134804.94
2146,161966.08
2147,119271.22
2148,135784.2
2149,157750.03
2150,217598.28
2151,115023.766
2152,162250.4
2153,163881
2154,111929.49
2155,142801.33
2156,292549.6
2157,230980.36
2158,228156.88
2159,201147.33
2160,168272.77
2161,235419.16
2162,428689.06
2163,359920.25
2164,238179.58
2165,197101.2
2166,150370.7
2167,225958.86
2168,205254.69
2169,193332
2170,226401.69
2171,156244.42
2172,129254.586
2173,154730.27
2174,219284.05
2175,304260.2
2176,329128.4
2177,244527.03
2178,207662.73
2179,141379.08
2180,235214.2
2181,185584
2182,223738.95
2183,190648.36
2184,129005.12
2185,104323.04
2186,141445.95
2187,153039.02
2188,155820.36
2189,268077.75
2190,84524.37
2191,75917.33
2192,96711.55
2193,110731.414
2194,103989.93
2195,110830.59
2196,101109.61
2197,113798.836
2198,161266.94
2199,181680.95
2200,146585.52
2201,142357.39
2202,219171.58
2203,156530.92
2204,199280.92
2205,125205.45
2206,160987.19
2207,223835.8
2208,252033.25
2209,228955.84
2210,118928.97
2211,112222.74
2212,118652.94
2213,110062.48
2214,138412.08
2215,103581.24
2216,157437.16
2217,71703.78
2218,56639.027
2219,57609.008
2220,55354.9
2221,343868.8
2222,268876.97
2223,292671.56
2224,217481.45
2225,115638.914
2226,191856.61
2227,194777.92
2228,249202.11
2229,246602.81
2230,162997.16
2231,211065.58
2232,188710.75
2233,170887.48
2234,239572.06
2235,222373.89
2236,259205.52
2237,344734.94
2238,205375.97
2239,115587.375
2240,159395.36
2241,170740.55
2242,126561.734
2243,124726.31
2244,98168.445
2245,98848.95
2246,138552.88
2247,113986.91
2248,126358.06
2249,120347.97
2250,130801.54
2251,132881.06
2252,170131.23
2253,156354.77
2254,180987.6
2255,197189.92
2256,185454.48
2257,204118.55
2258,163558.58
2259,176334.53
2260,159227.52
2261,197823.55
2262,201436.14
2263,363566.34
2264,493162.94
2265,182028.7
2266,327701.88
2267,372057.84
2268,427038.16
2269,154699.81
2270,187418.52
2271,212139.62
2272,200796.31
2273,163950.19
2274,183898.92
2275,162182.98
2276,189416.22
2277,189422.22
2278,150300.94
2279,126955.59
2280,109412.92
2281,172990.28
2282,193181.88
2283,107745.08
2284,115717.305
2285,143127.56
2286,123692.76
2287,356893.78
2288,291126.28
2289,406610.1
2290,462963.9
2291,323549.25
2292,443729.4
2293,487507.97
2294,397011.4
2295,451934.56
2296,260616.98
2297,323665.66
2298,329346.5
2299,405324.62
2300,337616.53
2301,258104.5
2302,239498.7
2303,244789.7
2304,242470.22
2305,183960.95
2306,181861.2
2307,188296.9
2308,218357.81
2309,283474.7
2310,221494.64
2311,190043.94
2312,163371.92
2313,175878.66
2314,165713.66
2315,177655.56
2316,187775.16
2317,182736.48
2318,179966.52
2319,177407.77
2320,190602.84
2321,247113.19
2322,170395.47
2323,178699.6
2324,174183.28
2325,214540.19
2326,160956.03
2327,216037.36
2328,235831.2
2329,180727.92
2330,169755.45
2331,376124.22
2332,418428.7
2333,312771.97
2334,276636.06
2335,265458.78
2336,337387.9
2337,226529.69
2338,277663.75
2339,210257.3
2340,401173.5
2341,210993.52
2342,236618.58
2343,218685.56
2344,227941.61
2345,239210.16
2346,225573.58
2347,203762.11
2348,244026.39
2349,180024.56
2350,279745.66
2351,266588.72
2352,266483.12
2353,257555.89
2354,139660.36
2355,147950.22
2356,155829.02
2357,197703.53
2358,197743.36
2359,127470.38
2360,116944.93
2361,142467.3
2362,269741.75
2363,145358.7
2364,161071.28
2365,224960.27
2366,194943.73
2367,217823.12
2368,217126.16
2369,207134.42
2370,170613.53
2371,172252.03
2372,197639.52
2373,288437
2374,332706.28
2375,262061.27
2376,296173.06
2377,404252.66
2378,151421.02
2379,204114.48
2380,147993.11
2381,164172.2
2382,197044.48
2383,200975.61
2384,240672.48
2385,160137.77
2386,137249.62
2387,135863.14
2388,95516.32
2389,116073.88
2390,149719.11
2391,145255.9
2392,116424.21
2393,164475.56
2394,149558.47
2395,216348.28
2396,146223.66
2397,203620.4
2398,134101.17
2399,56663.84
2400,60789.008
2401,116121.086
2402,138456.97
2403,127032.23
2404,149333.34
2405,164240.7
2406,139350.27
2407,126202.77
2408,139729.1
2409,128916.43
2410,155582.81
2411,120403.33
2412,154342.86
2413,130029.11
2414,153580.67
2415,127746.94
2416,128647.17
2417,136948.73
2418,126636.54
2419,132729.38
2420,124275.55
2421,135344.92
2422,112969.875
2423,121218.1
2424,155237.08
2425,258182.45
2426,125277.33
2427,145780.53
2428,181462.17
2429,117449.484
2430,135593.08
2431,115851.266
2432,143052.9
2433,149274.38
2434,135059.19
2435,148360.28
2436,114992.59
2437,108928.48
2438,125972.734
2439,106149.3
2440,118487.945
2441,89897.78
2442,92790.805
2443,118971.19
2444,120921.21
2445,85335.48
2446,142821.44
2447,195844.02
2448,130998.836
2449,105512.84
2450,146632.83
2451,120554.45
2452,204969.45
2453,89438.93
2454,128913.83
2455,107392.836
2456,140650.39
2457,137937.31
2458,125575.7
2459,115787.266
2460,129300.49
2461,120871.49
2462,134444.67
2463,123350.695
2464,181600.05
2465,126362.39
2466,111151.9
2467,133315.2
2468,76803.266
2469,79787.37
2470,180439.28
2471,218552.66
2472,167794.44
2473,124181.164
2474,88114.875
2475,209606.38
2476,111297.86
2477,130142.79
2478,154862.62
2479,100968.3
2480,151463.75
2481,122415.61
2482,130271.62
2483,108987.24
2484,124265.24
2485,130218.164
2486,158499.34
2487,173460.03
2488,165559.23
2489,147722.73
2490,163271.34
2491,89894.64
2492,191419.67
2493,139309.52
2494,141822.34
2495,78826.3
2496,261358.95
2497,152476.33
2498,109889.68
2499,90224.03
2500,125414.625
2501,140210.08
2502,144490.34
2503,95822.84
2504,192785.39
2505,222433.47
2506,253483.98
2507,275483.3
2508,251784.56
2509,212446.8
2510,213604.66
2511,169820.44
2512,208428.48
2513,216936.12
2514,251167.8
2515,158023.42
2516,171248.77
2517,142891.23
2518,148794.02
2519,231694
2520,198320.66
2521,185631.69
2522,219571.05
2523,120516.59
2524,138810.1
2525,144441.14
2526,133450.7
2527,103300
2528,130692.6
2529,138733.61
2530,127000.1
2531,260543.64
2532,230179.8
2533,194118.27
2534,222568.73
2535,298575.28
2536,237980.47
2537,229780.23
2538,180079.72
2539,183654.47
2540,177884.69
2541,183261.58
2542,168689.77
2543,128621.39
2544,122351
2545,135514.16
2546,128775.8
2547,136553.62
2548,144471.03
2549,157137.9
2550,249727.34
2551,136928.92
2552,123387.4
2553,69122.84
2554,100812.28
2555,120997.875
2556,104884
2557,108558.516
2558,155124.75
2559,145417.98
2560,150895.06
2561,147765.34
2562,142704.6
2563,153937.42
2564,204145.33
2565,150323.69
2566,169058.61
2567,137083.48
2568,227641.25
2569,210641.97
2570,117894.49
2571,202433.08
2572,151727.05
2573,223705.61
2574,272326.9
2575,137232.95
2576,129324.54
2577,169837.77
2578,83910.92
2579,61243.395
2580,101918.76
2581,105615.57
2582,107000.03
2583,289718.28
2584,160561.5
2585,188719.28
2586,212793.81
2587,204882.33
2588,150708.28
2589,148259.38
2590,212310.11
2591,225759.6
2592,209516.89
2593,249718.17
2594,173640.39
2595,196164.6
2596,323547.97
2597,187626.83
2598,288030.12
2599,284776.66
2600,199950.22
2601,149303.2
2602,76652.24
2603,94788.89
2604,84898.336
2605,67487.15
2606,150384.78
2607,194071.61
2608,194348.9
2609,160764.73
2610,111111.4
2611,125879.336
2612,159931.55
2613,128910.7
2614,127580.73
2615,150556.86
2616,141744.16
2617,185208.64
2618,198356.75
2619,179238.03
2620,185390.61
2621,175048.78
2622,179228.48
2623,235295.72
2624,303931.4
2625,336565.94
2626,175886.47
2627,179047.92
2628,489945.66
2629,569095.06
2630,399161.53
2631,475408.56
2632,452978.25
2633,333632.38
2634,421972.12
2635,160574.28
2636,174659.69
2637,178046.03
2638,263687.9
2639,193545.67
2640,158607.7
2641,97996.05
2642,206170.77
2643,99290.08
2644,119739.836
2645,107723.875
2646,97922.4
2647,104123.58
2648,137160.89
2649,148024.14
2650,143971.56
2651,137221.66
2652,414528.8
2653,253582.86
2654,277143.56
2655,382508.97
2656,303382.9
2657,337358.22
2658,283438.94
2659,327028.4
2660,350724.44
2661,346475.75
2662,350156.12
2663,271500.7
2664,273775.4
2665,331482.75
2666,289587.56
2667,158526.48
2668,174817.25
2669,187024.33
2670,288191.75
2671,182108.84
2672,193796.56
2673,220728.56
2674,214712.75
2675,175147.61
2676,187291.1
2677,194786.12
2678,256656.64
2679,269662.2
2680,280383.72
2681,416596.66
2682,326576.2
2683,552922.2
2684,313727.34
2685,326060.25
2686,239454.75
2687,334972.72
2688,213886.67
2689,211896.28
2690,454998.97
2691,197621.45
2692,124782.64
2693,192539.16
2694,123143.28
2695,190650.69
2696,186415.66
2697,194813.2
2698,192752.11
2699,168443.66
2700,153136.39
2701,144409.31
2702,106838.38
2703,114778.78
2704,140255.48
2705,118590.1
2706,118275.64
2707,120737.86
2708,137446.25
2709,109445.7
2710,127165.27
2711,293308.25
2712,413359.84
2713,168139.22
2714,149245.05
2715,173071.56
2716,141373
2717,167690.25
2718,232320.03
2719,159405.86
2720,170746.84
2721,138450.69
2722,165761.42
2723,134616.56
2724,131357.45
2725,134646.08
2726,153661.1
2727,182106.14
2728,171465.3
2729,150292.36
2730,147578.12
2731,129031.42
2732,124543.56
2733,156512.88
2734,142361.25
2735,136232.19
2736,141122.47
2737,123584.87
2738,132521.55
2739,169137.19
2740,144892.02
2741,149808.56
2742,147977.92
2743,142409.64
2744,160606.73
2745,136638.03
2746,137355.8
2747,154132.56
2748,126643.8
2749,132643.22
2750,137957.75
2751,137727.72
2752,215689.61
2753,158823.72
2754,214416.38
2755,128341.33
2756,97353.41
2757,72919.94
2758,84350.99
2759,158621.05
2760,127533.12
2761,150507.88
2762,140527.97
2763,184157.38
2764,151895.9
2765,272739.94
2766,133196.67
2767,90558.59
2768,132115.25
2769,136711.05
2770,139905.22
2771,109757.414
2772,116123.516
2773,174423.06
2774,142133.36
2775,114873.41
2776,132533.47
2777,140854.05
2778,105544.06
2779,128953.05
2780,93773.99
2781,103720.1
2782,86622
2783,111615.52
2784,122817.88
2785,140821.42
2786,76514.664
2787,116972.95
2788,71806.62
2789,188649.64
2790,96596.82
2791,118482.586
2792,49884.773
2793,178681.47
2794,110628.984
2795,111793.58
2796,105861.97
2797,209533.84
2798,117358.2
2799,121591.97
2800,55727.504
2801,117958.99
2802,135441.56
2803,195207.08
2804,129719.03
2805,104286.016
2806,73232.93
2807,164087.23
2808,159287.39
2809,141054.25
2810,135383.12
2811,162928.66
2812,158368.67
2813,174474.52
2814,156805.06
2815,94828.17
2816,219500.47
2817,147508.6
2818,135758.89
2819,160886.94
2820,142576
2821,110284.58
2822,196052.75
2823,347710
2824,190183.44
2825,153136.42
2826,134701.88
2827,135248.45
2828,228590.97
2829,202279.8
2830,229141.83
2831,178985.67
2832,248211.06
2833,295775.38
2834,212865.05
2835,219550.42
2836,195553.64
2837,154571.48
2838,154172.89
2839,175186.47
2840,204610.69
2841,203065.19
2842,230359.88
2843,148936.28
2844,149206.05
2845,121269.81
2846,213341.84
2847,192803.48
2848,219770.34
2849,204637.89
2850,270865
2851,219502.95
2852,228273.75
2853,243823.8
2854,139269.73
2855,201075.4
2856,197044.42
2857,187330.92
2858,195225.05
2859,116732.75
2860,118426.49
2861,120078.305
2862,187640.66
2863,125456.484
2864,240362.84
2865,141266.53
2866,134090.47
2867,102349.95
2868,99219.27
2869,107203.23
2870,120065.37
2871,86246.23
2872,43740.08
2873,92201.64
2874,147136.38
2875,117320.41
2876,160991.9
2877,137343.4
2878,177042.1
2879,141829
2880,99465.7
2881,160532.73
2882,183563.03
2883,185824.14
2884,184468.61
2885,188312.86
2886,228621.34
2887,92874.84
2888,132203.58
2889,42497.598
2890,86576.5
2891,133301.4
2892,26260.66
2893,68758.45
2894,47122.367
2895,315937.75
2896,284905.97
2897,203433.48
2898,136858.4
2899,213370.98
2900,166953.94
2901,196501.89
2902,188430.83
2903,351289.38
2904,346468.38
2905,94553.76
2906,212143.33
2907,109242.75
2908,136491.22
2909,126486.04
2910,77068.79
2911,75375.125
2912,149741.97
2913,74205.4
2914,69379.97
2915,77918.06
2916,69866.42
2917,176962.48
2918,115249.11
2919,212779.5
